Latitude,Longitude,Value,dataDate,time,shortName
44.729,11.957,1.0219139313e-08,20141022,1200,pm10
44.729,12.707,7.6245854075e-09,20141022,1200,pm10
44.729,13.458,7.6612707289e-09,20141022,1200,pm10
44.729,14.208,9.8576933283e-09,20141022,1200,pm10
44.729,14.958,1.0981409559e-08,20141022,1200,pm10
44.729,15.708,9.6856211940e-09,20141022,1200,pm10
44.729,16.458,1.0117609861e-08,20141022,1200,pm10
44.729,17.208,9.0955154519e-09,20141022,1200,pm10
44.729,17.958,9.0817664500e-09,20141022,1200,pm10
43.979,8.207,1.1322107696e-08,20141022,1200,pm10
43.979,8.957,1.2310117370e-08,20141022,1200,pm10
43.979,9.707,1.0736322054e-08,20141022,1200,pm10
43.979,10.457,1.1016915380e-08,20141022,1200,pm10
43.979,11.207,1.1521848364e-08,20141022,1200,pm10
43.979,11.957,1.0194440847e-08,20141022,1200,pm10
43.979,12.707,7.9805602127e-09,20141022,1200,pm10
43.979,13.458,8.6942435473e-09,20141022,1200,pm10
43.979,14.208,1.2338787769e-08,20141022,1200,pm10
43.979,14.958,1.3048754965e-08,20141022,1200,pm10
43.979,15.708,1.1882391959e-08,20141022,1200,pm10
43.979,16.458,1.2570779973e-08,20141022,1200,pm10
43.979,17.208,1.0596814093e-08,20141022,1200,pm10
43.979,17.958,8.5463156552e-09,20141022,1200,pm10
43.229,8.207,1.5168978962e-08,20141022,1200,pm10
43.229,8.957,1.4841660345e-08,20141022,1200,pm10
43.229,9.707,1.3679581912e-08,20141022,1200,pm10
43.229,10.457,1.1553268564e-08,20141022,1200,pm10
43.229,11.207,1.1228998176e-08,20141022,1200,pm10
43.229,11.957,9.7461239079e-09,20141022,1200,pm10
43.229,12.707,7.5568351576e-09,20141022,1200,pm10
43.229,13.458,8.8265537102e-09,20141022,1200,pm10
43.229,14.208,1.6034100270e-08,20141022,1200,pm10
43.229,14.958,1.6278818293e-08,20141022,1200,pm10
43.229,15.708,1.6609071452e-08,20141022,1200,pm10
43.229,16.458,1.8923294931e-08,20141022,1200,pm10
43.229,17.208,1.7560608967e-08,20141022,1200,pm10
43.229,17.958,1.2838391683e-08,20141022,1200,pm10
42.479,8.207,2.2523465759e-08,20141022,1200,pm10
42.479,8.957,1.9687007580e-08,20141022,1200,pm10
42.479,9.707,1.7868082125e-08,20141022,1200,pm10
42.479,10.457,1.4016897865e-08,20141022,1200,pm10
42.479,11.207,1.1763489738e-08,20141022,1200,pm10
42.479,11.957,9.0991747470e-09,20141022,1200,pm10
42.479,12.707,6.4977285774e-09,20141022,1200,pm10
42.479,13.458,7.4233099667e-09,20141022,1200,pm10
42.479,14.208,1.7928982743e-08,20141022,1200,pm10
42.479,14.958,1.9783392702e-08,20141022,1200,pm10
42.479,15.708,2.1919014159e-08,20141022,1200,pm10
42.479,16.458,2.4528233666e-08,20141022,1200,pm10
42.479,17.208,2.4889942551e-08,20141022,1200,pm10
42.479,17.958,2.0777704890e-08,20141022,1200,pm10
41.729,8.207,3.6065792131e-08,20141022,1200,pm10
41.729,8.957,2.6238616613e-08,20141022,1200,pm10
41.729,9.707,2.1976362063e-08,20141022,1200,pm10
41.729,10.457,2.0883121010e-08,20141022,1200,pm10
41.729,11.207,1.7366623695e-08,20141022,1200,pm10
41.729,11.957,1.0441098652e-08,20141022,1200,pm10
41.729,12.707,6.6200129822e-09,20141022,1200,pm10
41.729,13.458,7.1622778819e-09,20141022,1200,pm10
41.729,14.208,1.6602633934e-08,20141022,1200,pm10
41.729,14.958,1.9320729905e-08,20141022,1200,pm10
41.729,15.708,2.1119184623e-08,20141022,1200,pm10
41.729,16.458,2.3323025289e-08,20141022,1200,pm10
41.729,17.208,2.6093623262e-08,20141022,1200,pm10
41.729,17.958,2.6252997998e-08,20141022,1200,pm10
40.979,8.207,4.5181408836e-08,20141022,1200,pm10
40.979,8.957,3.2684241091e-08,20141022,1200,pm10
40.979,9.707,2.7111994427e-08,20141022,1200,pm10
40.979,10.457,2.8073770864e-08,20141022,1200,pm10
40.979,11.207,2.9191056683e-08,20141022,1200,pm10
40.979,11.957,2.0039195192e-08,20141022,1200,pm10
40.979,12.707,1.5668469189e-08,20141022,1200,pm10
40.979,13.458,1.3827744283e-08,20141022,1200,pm10
40.979,14.208,1.8377946276e-08,20141022,1200,pm10
40.979,14.958,1.7764861582e-08,20141022,1200,pm10
40.979,15.708,1.7839141719e-08,20141022,1200,pm10
40.979,16.458,1.8588096395e-08,20141022,1200,pm10
40.979,17.208,2.2085870910e-08,20141022,1200,pm10
40.979,17.958,2.5012944604e-08,20141022,1200,pm10
